,producto,link,nombre_prod,Q,precio,anadir,precio_medida,medida,medida_rel,q_medida,medida_
2100,"Pechuga de pavo Hacendado finas lonchas
Paquete 200 g
1.79 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo Hacendado finas lonchas,Paquete 200 g,1.79 € /ud.,Anadir al carro,1.79,ud.,200 g,200,g
2101,"Salchichon de pavo Hacendado lonchas
2 paquetes x 75 g
1.89 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/48,Salchichon de pavo Hacendado lonchas,2 paquetes x 75 g,1.89 € /pack,Anadir al carro,1.89,pack,2 paquetes,2,paquetes
2102,"Pechuga de pavo 0% m.g Hacendado al corte
Paquete 200 g
1.80 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo 0% m.g Hacendado al corte,Paquete 200 g,1.80 € /ud.,Anadir al carro,1.80,ud.,200 g,200,g
2103,"Lomo de pavo Hacendado lonchas
2 paquetes x 50 g
1.89 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/48,Lomo de pavo Hacendado lonchas,2 paquetes x 50 g,1.89 € /pack,Anadir al carro,1.89,pack,2 paquetes,2,paquetes
2104,"Longaniza de pavo extra Hacendado lonchas
2 paquetes x 62.5 g
1.79 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/48,Longaniza de pavo extra Hacendado lonchas,2 paquetes x 62.5 g,1.79 € /pack,Anadir al carro,1.79,pack,2 paquetes,2,paquetes
2105,"Tiras de pechuga pollo al horno Hacendado
Paquete 140 g
1.89 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,1.89 € /ud.,Anadir al carro,1.89,ud.,140 g,140,g
2106,"Jamon de pavo Hacendado finas lonchas
Paquete 225 g
1.45 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Jamon de pavo Hacendado finas lonchas,Paquete 225 g,1.45 € /ud.,Anadir al carro,1.45,ud.,225 g,225,g
2107,"Dados de pavo Hacendado
2 paquetes x 100 g
1.89 € /pack
Anadir al carro",https://tienda.mercadona.es/categories/48,Dados de pavo Hacendado,2 paquetes x 100 g,1.89 € /pack,Anadir al carro,1.89,pack,2 paquetes,2,paquetes
2108,"Tiras de pechuga de pollo al natural Hacendado
Paquete 140 g
1.89 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Tiras de pechuga de pollo al natural Hacendado,Paquete 140 g,1.89 € /ud.,Anadir al carro,1.89,ud.,140 g,140,g
2109,"Longaniza de pollo extra Hacendado sticks para picar
Paquete 50 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Longaniza de pollo extra Hacendado sticks para picar,Paquete 50 g,1.00 € /ud.,Anadir al carro,1.00,ud.,50 g,50,g
2110,"Pechuga de pollo braseada Hacendado finas lonchas
Paquete 200 g
1.89 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pollo braseada Hacendado finas lonchas,Paquete 200 g,1.89 € /ud.,Anadir al carro,1.89,ud.,200 g,200,g
2111,"Mortadela de pavo Hacendado finas lonchas
Paquete 150 g
1.00 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Mortadela de pavo Hacendado finas lonchas,Paquete 150 g,1.00 € /ud.,Anadir al carro,1.00,ud.,150 g,150,g
2112,"Pechuga de pavo al horno de lena Campofrio lonchas
Paquete 125 g
1.55 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo al horno de lena Campofrio lonchas,Paquete 125 g,1.55 € /ud.,Anadir al carro,1.55,ud.,125 g,125,g
2113,"Pechuga de pollo Hacendado finas lonchas
Paquete 200 g
1.85 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pollo Hacendado finas lonchas,Paquete 200 g,1.85 € /ud.,Anadir al carro,1.85,ud.,200 g,200,g
2114,"Pechuga de pavo 0% m.g Hacendado
Pieza 500 g
2.74 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo 0% m.g Hacendado,Pieza 500 g,2.74 € /ud.,Anadir al carro,2.74,ud.,500 g,500,g
2115,"Pechuga de pavo a las finas hierbas Hacendado finas lonchas
Paquete 200 g
1.82 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo a las finas hierbas Hacendado finas lonchas,Paquete 200 g,1.82 € /ud.,Anadir al carro,1.82,ud.,200 g,200,g
2116,"Pechuga de pollo Hacendado al corte
Paquete 200 g
1.60 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pollo Hacendado al corte,Paquete 200 g,1.60 € /ud.,Anadir al carro,1.60,ud.,200 g,200,g
2117,"Pechuga de pavo natural Noel lonchas
Paquete 120 g
2.30 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pechuga de pavo natural Noel lonchas,Paquete 120 g,2.30 € /ud.,Anadir al carro,2.30,ud.,120 g,120,g
2118,"Pollo relleno asado al horno La Carlotena lonchas
Paquete 150 g
1.89 € /ud.
Anadir al carro",https://tienda.mercadona.es/categories/48,Pollo relleno asado al horno La Carlotena lonchas,Paquete 150 g,1.89 € /ud.,Anadir al carro,1.89,ud.,150 g,150,g
