,Unnamed: 0,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
2962,5730,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
2963,5731,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
2964,5732,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
2965,5734,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
2966,5735,Oleogel de ducha pH5 para piel sensible y seca Eucerin 1000 ml.,22.8,1.0,L,10.0,gel de ducha,carrefour
2967,5736,Oleogel de ducha pH5 para pieles sensibles y secas Eucerin 400 ml.,12.99,0.4,L,3.997,gel de ducha,carrefour
2968,5737,Papilla infantil desde 4 meses cereales ecologica Almiron sin gluten sin lactosa sin aceite de palma 200 g.,4.05,0.2,kg,0.2,papilla,carrefour
2969,5738,Colutorio enjuague bucal diario Lacer 500 ml.,7.75,0.5,L,5.0,enjuague bucal,carrefour
2970,5742,Gel de bano pH5 para piel sensible Eucerin 1000 ml.,17.15,0.997,L,9.971,gel de ducha,carrefour
2971,5743,Polvos desodorantes para pies Devor-Olor 100 g.,5.25,0.1,kg,1.0,desodorante,carrefour
2972,5747,Preparado Lacteo de crecimiento desde los 12 meses Blemil Plus 3 lata 800 g.,15.49,0.8,kg,0.8,leche para bebes,carrefour
2973,5748,Infusion Infantil Blevit Digest 150 gr,8.19,0.15,kg,0.15,infusiones otras,carrefour
2974,5752,Tonico Agua de Rosas Genove 500 ml.,4.69,0.499,L,4.989,agua otro,carrefour
2975,5754,Champu extracto de ortiga Xensium Nature 500 ml.,6.55,0.5,L,5.0,champu,carrefour
2976,5759,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
2977,5760,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
2978,5761,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
2979,5763,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
2980,5776,Papilla infantil desde 6 meses 8 cereales sin azucar anadido Gerben 250 g.,3.69,0.25,kg,0.25,papilla,carrefour
2981,5777,Gel lubricante vaginal Vagisil 30 g.,7.69,0.03,kg,0.3,gel de ducha,carrefour
2982,5781,Dentifrico Lacer Fresh 125 ml.,4.95,0.125,L,1.25,dentifrico,carrefour
2983,5783,Gel limpiador facial DermatoClean Eucerin 200 ml.,10.09,0.2,L,2.002,gel de ducha,carrefour
2984,5788,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
2985,5789,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
2986,5790,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
2987,5792,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
2988,5794,Aceite de almendras + rosa mosqueta Phytofarma 250 ml.,7.25,0.25,L,2.5,almendras,carrefour
2989,5795,Champu solido 2 en 1 Ecologico Nutricion Dr. Tree 75 gr.,10.45,0.075,kg,0.75,champu,carrefour
2990,5796,Infusion Infantil Blevit Sueno 150 gr,8.19,0.15,kg,0.15,infusiones otras,carrefour
2991,5798,Gel de ducha Lipikar La Roche-Posay 1 ud.,13.85,0.749,L,7.486,gel de ducha,carrefour
2992,5800,Desodorante roll on pH5 para pieles sensibles Eucerin pack de 2 unidades de 50 ml.,8.49,0.1,L,1.0,desodorante,carrefour
2993,5803,Desodorante roll on antitranspirante 48h Eucerin pack de 2 unidades de 50 ml.,8.49,0.1,L,1.0,desodorante,carrefour
2994,5809,Dentifrico ortodoncia sabor lima frescaOrtoLacer 125 ml.,6.35,0.125,L,1.25,dentifrico,carrefour
2995,5810,Gel Multidermol 750 ml.,6.09,0.752,L,7.519,gel de ducha,carrefour
2996,5812,Gel Intimo+toallitas regalo Lactacyd 400 ml.,11.89,0.4,L,4.003,gel de ducha,carrefour
2997,5813,Champu suave pH5 para cabello sensible Eucerin 400 ml.,10.29,0.4,L,4.004,champu,carrefour
2998,5814,Gel de ducha solido nutritivo piel sensible ecologico Dr. Tree 120 g.,10.39,0.12,kg,1.2,gel de ducha,carrefour
2999,5817,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3000,5818,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3001,5819,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3002,5821,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3003,5824,Desodorante hyper-hidrosis Dermactive roll-on Mussvital pack de 2 unidades de 75 ml.,8.45,0.15,L,1.501,desodorante,carrefour
3004,5826,Dermocapillaire champu urea Eucerin 250 ml.,10.55,0.25,L,2.5,champu,carrefour
3005,5828,Locion + champu antipiojos ZZ 225 ml.,8.55,1.0,ud,1.0,champu,carrefour
3006,5834,Champu caspa grasa Pilexil 300 ml.,10.79,0.3,L,2.997,champu,carrefour
3007,5835,Dentifrico Vitis aloe vera 100 ml.,6.29,0.1,L,1.0,dentifrico,carrefour
3008,5840,Gel limpiador facial DermoPure Eucerin 400 ml.,14.9,0.4,L,4.005,gel de ducha,carrefour
3009,5845,Infusion Infantil Blevit Laxante 150 gr,8.19,0.15,kg,0.15,te,carrefour
3010,5846,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3011,5847,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3012,5848,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3013,5850,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3014,5864,Infusion control peso Bio3 sin gluten 25 ud.,4.45,0.038,kg,0.38,te,carrefour
3015,5865,Gel Derma Lactacyd 1 l.,9.39,0.999,L,9.989,gel de ducha,carrefour
3016,5866,Kit de viaje cepillo de dientes + dentifrico Phb 1 ud.,4.59,1.0,ud,1.0,dentifrico,carrefour
3017,5869,Champu caspa seca Pilexil 300 ml.,10.79,0.3,L,2.997,champu,carrefour
3018,5874,Colorante en champu moreno Just for Men 30 ml.,7.59,0.03,L,0.3,champu,carrefour
3019,5875,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3020,5876,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3021,5877,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3022,5879,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3023,5880,Champu con extracto de cebolla Nuggela & Sule 250 ml.,16.59,0.25,L,2.498,gel de ducha,carrefour
3024,5881,Champu extracto aloe vera Xensium 500 ml.,6.55,0.5,L,5.0,champu,carrefour
3025,5883,Desodorante anti-manchas y anti-transpirante Vichy 50 ml.,9.79,0.05,L,0.5,desodorante,carrefour
3026,5897,Crema hidratante matificante Effaclar Mat La Roche-Posay 40 ml.,15.19,0.04,L,0.4,crema hidratante,carrefour
3027,5904,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3028,5905,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3029,5906,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3030,5908,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3031,5909,Champu anticaida Fortaleza Cleare Institute 400 ml.,11.65,0.4,L,4.003,champu,carrefour
3032,5911,Crema de pies ultra hidratante Neutrogena 100 ml.,8.55,0.1,L,1.0,crema hidratante,carrefour
3033,5919,Infusion para los gases de anis. hinojo y alcaravea Aquilea 60 ud.,10.85,0.036,kg,0.36,infusiones otras,carrefour
3034,5921,Gel intenso lipoescultor Nocturslim E'lifexir 200 ml.,13.65,0.2,L,2.001,gel de ducha,carrefour
3035,5922,Gel reductor reafirmante Minucell E'lifexir 200 ml.,9.69,0.2,L,2.002,gel de ducha,carrefour
3036,5923,Desodorante 24h tacto seco sin sales de aluminio Vichy 50 ml.,8.09,0.05,L,0.5,desodorante,carrefour
3037,5928,Dentifrico Cariax gingival Kin 125 ml.,5.99,0.125,L,1.251,dentifrico,carrefour
3038,5929,Desodorante anti-transpirante para hombre 48h Vichy 50 ml.,7.89,0.05,L,0.5,desodorante,carrefour
3039,5930,Enjuague bucal Cariax gingival Kin 500 ml.,8.09,0.499,L,4.994,enjuague bucal,carrefour
3040,5931,Gel y champu para la higiene de la piel y cabellos delicados Pon-emo Colageno 1000 ml.,13.25,1.004,L,10.038,gel de ducha,carrefour
3041,5932,Enjuague bucal perio clorhexidina Oraldine 400 ml.,7.69,0.4,L,4.005,enjuague bucal,carrefour
3042,5933,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3043,5934,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3044,5935,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3045,5937,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3046,5938,Desodorante en spray para los pies y calzadoDevor Olor 150 ml.,8.49,0.15,L,1.5,desodorante,carrefour
3047,5942,Enjuague bucal para un aliento seguro CB12 250 ml.,16.55,0.025,L,0.25,enjuague bucal,carrefour
3048,5943,Barritas sustitutive chocolate negro fondant Bimanan 8 ud.,12.29,0.32,kg,3.201,chocolate negro,carrefour
3049,5946,Preparado de pera. platano. naranja y galleta desde 6 meses Fruta & Go Nutriben bolsita de 90 gr,1.19,0.09,kg,0.09,platano,carrefour
3050,5947,Preparado de fresa y platano con yogur natural desde 12 meses Fruta&Go Nutriben bolsita de 90 gr,1.19,0.09,kg,0.09,yogur natural,carrefour
3051,5949,Champu anticaida antiedad y antipolucion para pelo normal o graso Go Organic Farma Dorsch 500 ml.,37.4,0.5,L,5.0,champu,carrefour
3052,5952,Desodorante roll-on antitranspirante Original Perspirex 20 ml.,13.45,0.02,L,0.2,desodorante,carrefour
3053,5960,Atopic piel gel bano Ferrer 750 ml.,16.49,0.75,L,7.495,gel de ducha,carrefour
3054,5962,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3055,5963,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3056,5964,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3057,5966,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3058,5970,Gel exfoliante refrescante con acido glicolico para todo tipo de piel Skin Detox Neutrogena 150 ml.,11.25,0.15,L,1.5,gel de ducha,carrefour
3059,5981,Canastilla multiproductos para bebe Mustela: agua de colonia 200 ml. gel de bano suave 200 ml. crema balsamo 50 ml. toallitas limpiadoras 70 ud y leche corporal Hydra 300 ml.,35.6,1.0,ud,1.0,agua otro,carrefour
3060,5982,Champu para piel atopica Leti Laboratorios 250 ml.,10.95,0.25,L,2.5,champu,carrefour
3061,5990,Champu solido 2 en 1 Ecologico Fortaleza Dr. Tree 75 gr.,10.45,0.075,kg,0.75,champu,carrefour
3062,5991,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3063,5992,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3064,5993,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3065,5995,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3066,6003,Champu y gel de ÃÂrbol de Te Saluvital 300 ml.,7.09,0.3,L,3.004,gel de ducha,carrefour
3067,6010,Desodorante spray Hipersudoracion Somatoline Cosmetic pack de 2 unidades de 125 ml.,6.95,0.25,L,2.5,desodorante,carrefour
3068,6014,Enjuague bucal especial encias Gingikin 1 l.,13.99,0.999,L,9.993,enjuague bucal,carrefour
3069,6016,Desodorante antitranspirante roll-on Strong Perspirex 20 ml.,13.59,0.02,L,0.2,desodorante,carrefour
3070,6018,Dentifrico Herbal Sensation Parodontax 75 ml.,5.25,0.075,L,0.75,dentifrico,carrefour
3071,6020,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3072,6021,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3073,6022,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3074,6024,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3075,6028,Gel bioadhesivo clorhexidina tratamiento gingivitis Lacer 50 ml.,5.99,0.05,L,0.5,gel de ducha,carrefour
3076,6034,Spray gel liquido antipiojos Neositrin 100 ml.,12.69,0.1,L,1.0,gel de ducha,carrefour
3077,6035,Crema intensiva reafirmante hidratante anti-edadVitamin. A.C.E Q10 Farma Dorsch 50 ml,31.5,0.05,L,0.5,crema hidratante,carrefour
3078,6041,Dermocapillaire champu anticaspa Eucerin 250 ml.,10.55,0.25,L,2.5,champu,carrefour
3079,6044,Champu uso frecuente Pilexil 300 ml.,9.85,0.3,L,3.003,champu,carrefour
3080,6046,Levadura de cerveza Sanon 160 g.,7.49,0.16,kg,1.6,cerveza,carrefour
3081,6049,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3082,6050,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3083,6051,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3084,6053,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3085,6054,Colorante en champu negro Just for Men 30 ml.,8.85,0.03,L,0.3,champu,carrefour
3086,6060,Gel-Crema aqual thermal Vichy 50 ml.,22.7,0.05,L,0.5,gel de ducha,carrefour
3087,6064,Gel relajante de piernas Actidren E'lifexir 200 ml.,9.69,0.2,L,2.002,gel de ducha,carrefour
3088,6070,Desodorante roll on Hipersudoracion Somatoline Cosmetic pack de 2 unidades de 40 ml.,7.49,0.08,L,0.8,desodorante,carrefour
3089,6071,Crema corporal hidratante Ultra-Reafirmante + Farma Dorsch 400 ml.,29.3,0.4,L,4.003,crema hidratante,carrefour
3090,6072,Barritas de chocolate intenso Bimanan 8 ud.,12.29,0.32,kg,3.201,chocolatinas,carrefour
3091,6073,Gel vientre plano E'lifexir 200 ml.,9.69,0.2,L,2.002,gel de ducha,carrefour
3092,6075,Crema facial hidratante calmante corrector de tono La Roche Posay 50 ml.,18.39,0.05,L,0.5,crema hidratante,carrefour
3093,6078,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3094,6079,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3095,6080,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3096,6082,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3097,6085,Agua termal pieles sensibles La Roche-Posay 300 g.,12.49,0.3,L,3.002,agua otro,carrefour
3098,6086,Crema hidratante con proteccion ligera Hydraphase UV La Roche-Posay 50 ml.,24.0,0.05,L,0.5,crema hidratante,carrefour
3099,6102,Crema protectora para zona del panal Hipoalergenica Nenuco 100 ml.,8.09,0.01,L,0.1,panales,carrefour
3100,6103,Pack Locion y Champu OTC con Permetrina 2x125ml,13.55,1.0,ud,1.0,champu,carrefour
3101,6104,Colorante en champu castano Just for Men 30 ml.,10.19,0.03,L,0.3,champu,carrefour
3102,6106,Champu redensificante Neogenic Vichy 200 ml.,15.65,0.2,L,2.001,champu,carrefour
3103,6107,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3104,6108,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3105,6109,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3106,6111,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3107,6112,Chupete Premium Fisiologico Silicona +4 Meses,4.15,1.0,ud,1.0,chupete,carrefour
3108,6113,Gel hidratante vaginal efecto calor Vagisil 30 g.,9.05,0.03,kg,0.3,gel de ducha,carrefour
3109,6122,Crema facial BB Cream hidratante unificante piel sensible tono claro Hydreane BB Creme La Roche-Posay 40 ml.,15.65,0.04,L,0.4,crema hidratante,carrefour
3110,6130,Gel de masaje Thrombactiv Lacer 70 ml.,6.99,0.07,L,0.7,gel de ducha,carrefour
3111,6134,Champu cabello normal/graso T/Gel Neutrogena pack de 2 unidades de 250 ml.,12.59,0.5,L,4.996,gel de ducha,carrefour
3112,6136,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3113,6137,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3114,6138,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3115,6140,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3116,6162,Dentifrico Tratamiento Periodontal Perio-Aid 100 ml.,8.65,0.075,L,0.75,dentifrico,carrefour
3117,6165,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3118,6166,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3119,6167,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3120,6169,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3121,6175,Crema hidratante de agua termal La Roche-Posay 40 ml.,15.65,0.04,L,0.4,agua otro,carrefour
3122,6184,Gel remodelador Fitness E'lifexir 200 ml.,14.09,0.2,L,2.001,gel de ducha,carrefour
3123,6190,Biberon de vidrio con tetina inclinada de silicona desde 0 meses Natural Feeling Chicco 250 ml.,10.25,1.0,ud,1.0,biberon,carrefour
3124,6194,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3125,6195,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3126,6196,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3127,6198,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3128,6200,Biberon 120 ml de Boca Ancha Dr Brown,10.25,1.0,ud,1.0,biberon,carrefour
3129,6202,Biberon con tetina de silicona anatomica T1 Suavinex 270 ml.,7.79,1.0,ud,1.0,biberon,carrefour
3130,6205,Desodorante roll-on antitranspirante Comfort Perspirex 20 ml.,13.85,0.02,L,0.2,desodorante,carrefour
3131,6209,Dentifrico Lacer 125 ml.,4.95,0.125,L,1.25,dentifrico,carrefour
3132,6211,Atopic piel champu capilar Ferrer 200 ml.,11.25,0.2,L,2.002,champu,carrefour
3133,6223,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3134,6224,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3135,6225,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3136,6227,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3137,6235,Crema hidratante doble accion para cutis radiante piel normal y mixta Skin Detox Neutrogena 50 ml.,20.5,0.05,L,0.5,crema hidratante,carrefour
3138,6236,Champu anti-caida Go Organic + Farma Dorsch 500 ml.,40.4,0.5,L,5.0,champu,carrefour
3139,6238,Gel antiacne Stop Akneik + Farma Dorsch 50 ml.,19.79,0.05,L,0.5,gel de ducha,carrefour
3140,6244,Gel purificante micro-exfoliante Effaclar La Roche-Posay 200 ml.,15.85,0.2,L,2.001,gel de ducha,carrefour
3141,6252,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3142,6253,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3143,6254,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3144,6256,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3145,6257,Crema hidratante pH5 para pieles sensibles Eucerin 100 ml.,18.69,1.869,L,18.69,crema hidratante,carrefour
3146,6264,Gel Aloe Vera Grisi 250 ml.,13.99,0.25,L,2.498,gel de ducha,carrefour
3147,6268,Crema limpiadora hidratante dermo-calmante Effaclar H La Roche-Posay 200 ml.,14.59,0.2,L,2.001,crema hidratante,carrefour
3148,6277,Biberon con tetina inclinada de silicona desde 2 meses Natural Feeling Chicco 250 ml.,8.69,1.0,ud,1.0,biberon,carrefour
3149,6280,Crema hidratante prebioticotolerine sensitive fluido La Roche Posay 40 ml.,16.59,0.04,L,0.4,crema hidratante,carrefour
3150,6281,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3151,6282,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3152,6283,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3153,6285,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3154,6291,Crema Rosaliac UV rica hidratante anti-rojeces La Roche-Posay 1 ud.,20.0,0.04,L,0.4,crema hidratante,carrefour
3155,6296,Tetina de silicona anatomica flujo denso +6 meses Suavinex pack 2 ud.,6.25,2.003,ud,2.003,tetina,carrefour
3156,6300,Gel Syndet hidratante Ureadin 1000 ml.,18.69,0.999,L,9.995,gel de ducha,carrefour
3157,6302,Gel anti-rozaduras Sportsalil 30 ml.,10.39,0.03,L,0.3,gel de ducha,carrefour
3158,6309,Dentifrico previene el sangrado gingival Gingilacer 125 ml.,6.45,0.125,L,1.25,dentifrico,carrefour
3159,6310,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3160,6311,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3161,6312,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
3162,6314,Tarrito de pollo con guisantes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,guisantes congelados,carrefour
3163,6316,Enjuague bucal formula avanzada Lacer 1000 ml.,12.29,0.999,L,9.992,enjuague bucal,carrefour
3164,6317,Dentifrico accion integral Lacer Oros 125 ml.,6.69,0.125,L,1.25,dentifrico,carrefour
3165,6318,Tarrrito de ternera con judias verdes y zanahorias desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,judias verdes congeladas,carrefour
3166,6319,Champu anticaida Pilexil 500 ml.,14.99,0.5,L,4.997,champu,carrefour
3167,6320,Dentifrico encias delicadas Gingilacer 75 ml.,5.29,0.075,L,0.75,dentifrico,carrefour
3168,6321,Champu anticaida uso frecuente Pilexil 900 ml.,22.1,0.898,L,8.984,champu,carrefour
3169,6323,Tarrito de manzana. naranja y platano con galleta desde 6 meses Nutriben 250 g.,0.99,0.235,kg,0.235,manzanas,carrefour
3170,6327,Enjuague bucal con fluor Lacer Blanc 500 ml.,8.95,0.5,L,5.0,enjuague bucal,carrefour
3171,6331,Gel limpiador Effaclar para pieles grasas y sensibles La Roche-Posay 400 ml.,16.24,0.4,L,4.0,gel de ducha,carrefour
3172,6334,Gel suave fisiologico para la higiene intima diaria Germisdin 500 ml.,12.49,0.5,L,4.996,gel de ducha,carrefour
3173,6336,Champu Anticaida Revitalizante Pilexil 300 ml.,12.09,0.3,L,3.0,champu,carrefour
3174,6339,Dentifrico menta fresca Repair & Protect Sensodyne pack 2 unidades de 75 ml.,8.29,0.15,L,1.499,dentifrico,carrefour
3175,6340,Tarrito de menestra de cordero desde 6 meses Nutriben 235 g.,0.99,0.235,kg,0.235,cordero,carrefour
3176,6341,Dentifrico para el cuidado de las encias herbal fresh Parodontax pack de 2 unidades de 75 ml.,9.39,0.15,L,1.5,dentifrico,carrefour
