,precio,precio_rel,producto,link,Q,precio_medida,medida,Q_medida
4831,6.49,3.24 /ud,Chupete con tetina fisiologica de silicona +18 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 2 ud.,3.24,ud,2.003
4832,5.99,2.99 /ud,Chupete con tetina anatomica de silicona de 0-6 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 2 ud.,2.99,ud,2.003
4833,6.19,3.09 /ud,Tetina de silicona flujo variable 3 posiciones desde 0 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 3 posiciones desde 0 meses Suavinex 2 ud.,3.09,ud,2.003
4834,17.09,21.36 /kg,Leche infantil de crecimiento desde 12 meses Nutriben Innova 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 12 meses Nutriben Innova 800 g.,21.36,kg,0.8
4835,6.85,6.85 /ud,Biberon con tetina de latex anatomica flujo medio 0-6 meses Suavinex 270 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 270 ml.,6.85,ud,1.0
4836,7.15,7.15 /ud,Biberon con tetina de latex anatomica flujo denso desde 6 meses Suavinex 360 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 6 meses Suavinex 360 ml.,7.15,ud,1.0
4837,8.95,0.25 /ud,Panales Dodot Pro Sensitive recien nacido T2 (4 kg-8 Kg.) 36 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 36 ud.,0.25,ud,35.8
4838,13.25,16.56 /kg,Leche infantil de crecimiento 3 desde 1 ano Hero Baby Pedialac lata sin aceite de palma 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 3 desde 1 ano Hero Baby Pedialac lata sin aceite de palma 800 g.,16.56,kg,0.8
4839,6.69,6.69 /ud,Biberon de 125 ml Anti-Colic Philips Avent,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 125 ml Anti-Colic Philips Avent,6.69,ud,1.0
4840,5.59,5.59 /ud,Chupete de silicona 6-18 meses Nuk Space 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 1 ud.,5.59,ud,1.0
4841,5.59,5.59 /ud,Chupete de silicona anatomico 0-6 meses Nuk 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 1 ud.,5.59,ud,1.0
4842,6.25,5.21 /kg,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 6 meses 8 cereales con galleta maria Nestle 1200 g.,5.21,kg,1.2
4843,6.25,5.21 /kg,Papilla 8 Cereales Nestle 1200 gr,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=360, 8 Cereales Nestle 1200 gr,5.21,kg,1.2
4844,4.75,4.75 /ud,Tijeras de seguridad Nuk 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 1 ud.,4.75,ud,1.0
4845,8.89,8.89 /ud,Biberon de 330 ml Anti-Colic Philips Avent,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 330 ml Anti-Colic Philips Avent,8.89,ud,1.0
4846,5.25,0.19 /ud,Panales Chelino T2 (3-6 kg) 28 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 28 ud.,0.19,ud,27.632
4847,4.59,0.15 /ud,Pack de 30 Discos de Lactancia Indas,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 30 Discos de Lactancia Indas,0.15,ud,30.6
4848,1.56,15.60 /kg,Bolsita de trigo y miel desde 6 meses Nestle 110 g,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 6 meses Nestle 110 g,15.6,kg,0.1
4849,16.25,20.31 /kg,Leche infantil para lactantes en polvo 1 Hero Baby Pedialac sin aceite de palma lata 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 1 Hero Baby Pedialac sin aceite de palma lata 800 g.,20.31,kg,0.8
4850,7.59,7.59 /ud,Biberon con tetina de latex anatomica Mickey Mouse 6-18 meses Nuk 300 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 300 ml.,7.59,ud,1.0
4851,5.55,2.77 /ud,Tetina natural de silicona flujo lento desde 1 mes Avent Philips 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 1 mes Avent Philips 2 ud.,2.77,ud,2.004
4852,6.19,3.09 /ud,Pack Chupetes Anatomicos Suavinex Latex 2 uds,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 2 uds,3.09,ud,2.003
4853,5.25,2.62 /ud,Tetina de latex anti-colico flujo medio desde 6 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 6 meses Suavinex 2 ud.,2.62,ud,2.004
4854,6.49,3.24 /ud,Chupete con tetina fisiologica de silicona de 6-18 meses Suavinex 2 ud,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 2 ud,3.24,ud,2.003
4855,10.19,67.93 /100ml,Aceite OTC Repavar Rosa de Mosqueta,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384,,67.93,100ml,0.15
4856,6.19,3.09 /ud,Chupete anatomico de latex desde 12 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 12 meses Suavinex 2 ud.,3.09,ud,2.003
4857,20.6,2.57 /100g,Leche infantil para lactantes desde el primer dia anticolico y antiestrenimiento Damira lata 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 800 g.,2.57,100g,8.016
4858,13.69,17.11 /kg,Leche infantil de continuacion desde 6 meses en polvo 2 Hero Baby Pediialac lata sin aceite de palma 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 6 meses en polvo 2 Hero Baby Pediialac lata sin aceite de palma 800 g.,17.11,kg,0.8
4859,0.6,0.60 /ud,Envase aseptico para orina. heces o esputos Enfa 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 1 ud.,0.6,ud,1.0
4860,5.69,2.84 /ud,Tetina de silicona anatomica flujo medio +6 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 2 ud.,2.84,ud,2.004
4861,23.5,5.87 /100ml,Crema Antiestrias Suavinex 400ml,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384,,5.87,100ml,4.003
4862,13.45,16.81 /kg,Leche infantil de crecimiento desde 12 meses Nutriben Pro+ 800 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 12 meses Nutriben Pro+ 800 g.,16.81,kg,0.8
4863,7.09,7.09 /ud,Protector de pezon mediano 21 mm Avent Philips 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 21 mm Avent Philips 2 ud.,7.09,ud,1.0
4864,20.5,2.73 /100ml,Locion Nutraisdin 1000 ml,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 1000 ml,2.73,100ml,7.509
4865,6.99,0.25 /ud,Panales Chelino Nature T1 (1-3 kg) bio 28 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 28 ud.,0.25,ud,27.96
4866,19.99,0.24 /ud,Panales extra care Huggies T1 (2-5 kg)84 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384,,0.24,ud,83.292
4867,14.05,14.05 /ud,Mochila de paseo bebe azul Nenuco: Leche hidratante 200 ml. colonia 200 ml. champu extra suevo 200 ml y gel de bano 200 ml,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 200 ml. colonia 200 ml. champu extra suevo 200 ml y gel de bano 200 ml,14.05,ud,1.0
4868,6.25,5.21 /kg,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 6 meses 8 cereales con galleta maria Nestle 1200 g.,5.21,kg,1.2
4869,6.25,5.21 /kg,Papilla 8 Cereales Nestle 1200 gr,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=384, 8 Cereales Nestle 1200 gr,5.21,kg,1.2
4870,10.25,10.25 /ud,Biberon de vidrio con tetina inclinada de silicona desde 0 meses Natural Feeling Chicco 250 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 0 meses Natural Feeling Chicco 250 ml.,10.25,ud,1.0
4871,3.09,3.09 /ud,Broche Suavinex Pinza Redondo,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408,,3.09,ud,1.0
4872,6.59,6.59 /ud,Tetina de silicona anti-colico 0-6 meses Nuk 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,6.59,ud,1.0
4873,6.59,6.59 /ud,Tetina de silicona anti-colico 6-18 meses Nuk 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,6.59,ud,1.0
4874,10.25,10.25 /ud,Biberon 120 ml de Boca Ancha Dr Brown,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 120 ml de Boca Ancha Dr Brown,10.25,ud,1.0
4875,11.29,11.29 /ud,Neceser Batman 3D: colonia 50 ml y gel champu 200 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 50 ml y gel champu 200 ml.,11.29,ud,1.0
4876,5.65,2.82 /ud,Tetinas de latex anatomicas 0-6 meses Nuk 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,2.82,ud,2.004
4877,5.99,2.99 /ud,Chupete de silicona anatomica 6-18 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,2.99,ud,2.003
4878,7.69,7.69 /ud,Biberon con tetina silicona + 3 meses Suavinex 270 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 3 meses Suavinex 270 ml.,7.69,ud,1.0
4879,7.69,7.69 /ud,Biberon con tetina de silicona fisiologica flujo lento +0 mesesSuavinex 150 ml,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 150 ml,7.69,ud,1.0
4880,9.05,9.05 /ud,Biberon con asas y boquilla antiderrame desde 6 meses Suavinex 150 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 6 meses Suavinex 150 ml.,9.05,ud,1.0
4881,3.79,3.79 /ud,Chupete tetina de latex fisiologica azul 2-4 meses Suavinex 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 1 ud.,3.79,ud,1.0
4882,11.35,11.35 /ud,Biberon con tetina de silicona de 0-6 meses Nuk Nature Sense 240 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 240 ml.,11.35,ud,1.0
4883,11.55,0.29 /ud,Pants My Carrefour Baby T5 (12-18 kg.) 40 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 40 ud.,0.29,ud,39.828
4884,6.99,6.99 /ud,Neceser multiproducto Baby Natura Safe Harbor: gel de ducha 60 ml + champu 60 ml y locion hidratante 30 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 60 ml + champu 60 ml y locion hidratante 30 g.,6.99,ud,1.0
4885,11.35,0.32 /ud,Pants optima adsorption My Carrefour Baby T6 (+16 kg) 36 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 36 ud.,0.32,ud,35.469
4886,11.75,0.27 /ud,Pants optima adsorption My Carrefour Baby T4 (8 -15 kg) 44 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 44 ud.,0.27,ud,43.519
4887,14.05,14.05 /ud,Mochila de paseo bebe rosa Nenuco: Leche hidratante 200 ml. colonia 200 ml. champu extra suevo 200 ml y gel de bano 200 ml,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 200 ml. colonia 200 ml. champu extra suevo 200 ml y gel de bano 200 ml,14.05,ud,1.0
4888,4.15,4.15 /ud,Chupete anatomico con tetina de silicona 0-6 meses Suavinex 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 1 ud.,4.15,ud,1.0
4889,6.09,6.09 /ud,Dosificador para leche en polvo y cereales Suavinex 1 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 1 ud.,6.09,ud,1.0
4890,5.65,2.82 /ud,Tetinas de latex anatomicas desde 6 meses Talla M Nuk 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 6 meses Talla M Nuk 2 ud.,2.82,ud,2.004
4891,8.69,8.69 /ud,Biberon con tetina inclinada de silicona desde 2 meses Natural Feeling Chicco 250 ml.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 meses Natural Feeling Chicco 250 ml.,8.69,ud,1.0
4892,5.69,2.84 /ud,Tetina de silicona fisiologica de flujo denso +6 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,2.84,ud,2.004
4893,5.69,2.84 /ud,Tetina de silicona fisiologica de flujo denso +3 meses Suavinex 2 ud.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 2 ud.,2.84,ud,2.004
4894,6.25,5.21 /kg,Papilla infantil desde 6 meses 8 cereales con galleta maria Nestle 1200 g.,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 6 meses 8 cereales con galleta maria Nestle 1200 g.,5.21,kg,1.2
4895,6.25,5.21 /kg,Papilla 8 Cereales Nestle 1200 gr,https://www.carrefour.es/supermercado/bebe/cat20006/c?offset=408, 8 Cereales Nestle 1200 gr,5.21,kg,1.2
4896,0.55,1.83 /kg,Comida humeda de pavo con zanahorias para perros adultos Carrefour 300 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 300 g.,1.83,kg,0.301
4897,5.95,3.97 /kg,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,3.97,kg,1.499
4898,8.25,2.06 /kg,Pienso de conejo. pollo y verdura para gato adultoPurina Friskies4 Kg,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,2.06,kg,4.005
4899,24.6,1.64 /kg,Pienso de buey. cereales y verduras para perro adulto Purina Friskies 15 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 15 Kg.,1.64,kg,15.0
4900,15.35,5.12 /kg,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,5.12,kg,2.998
4901,0.32,3.20 /kg,Alimento Humedo para Gatos Bacalao y Gambas 100 gr. Carrefour,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 100 gr. Carrefour,3.2,kg,0.1
4902,1.85,4.62 /kg,Comida humeda seleccion carnes en gelatina para gatos junior Whiskas pack de 4 unidades de 100 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 4 unidades de 100 g.,4.62,kg,0.4
4903,0.79,2.03 /kg,Comida humeda de pollo y pato en gelatina para gato adulto Purina Felix 400 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 400 g,2.03,kg,0.389
4904,27.7,1.85 /kg,Pienso de buey para perros Brekkies Mix Excel 15 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 15 Kg.,1.85,kg,14.973
4905,2.19,18.25 /kg,Snack de bacon para perros Purina Friskies Bon Bacon 120 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 120 g.,18.25,kg,0.12
4906,0.99,55 /kg,Snack stick mini pollo con hierba para gato adulto Cat Stick 3 ud.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 3 ud.,55.0,kg,0.018
4907,1.45,24.17 /kg,Snacks de pollo para gatos Catisfactions 60 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 60 g.,24.17,kg,0.06
4908,4.99,4.16 /kg,Comida humeda seleccion carnes en salsa para gatos Whiskas pack de 12 unidades de 100 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 12 unidades de 100 g.,4.16,kg,1.2
4909,1.65,18.33 /kg,Snack para perros Purina Adventuros nuggets 90 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 90 g,18.33,kg,0.09
4910,9.25,0.36 /ud,Snacks dental para perros medianos Pedigree Dentastix pack de 28 unidades,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 28 unidades,0.36,ud,25.694
4911,0.79,2.03 /kg,Comida humeda de buey y pollo en gelatina para gato adulto Purina Felix 400 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 400 g,2.03,kg,0.389
4912,0.32,3.20 /kg,Comida humeda de buey para gato adulto Carrefour 100 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 100 g.,3.2,kg,0.1
4913,0.55,1.83 /kg,Comida humeda de higado de buey Carrefour 300 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 300 g.,1.83,kg,0.301
4914,6.29,5.24 /kg,Comida humeda de surtido de carne para gato Purina FelixFantastic Festin Gelatina Seleccion 12x100 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,5.24,kg,1.2
4915,1.45,24.17 /kg,Snacks de salmon para gatos Catisfactions 60 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 60 g.,24.17,kg,0.06
4916,1.55,25.83 /kg,Snack para Gato Purina FelixParty Mix Oceano 60 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 60 g,25.83,kg,0.06
4917,1.95,16.96 /kg,Snack dental para perro pequeno Purina Dentalife 115 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 115 g,16.96,kg,0.115
4918,6.45,1.61 /kg,Pienso para perro adulto Bon Menu Receta Mediterranea 4 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 4 Kg.,1.61,kg,4.006
4919,2.09,11.94 /kg,Snack para perros Purina Friskies Funtastix 175 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24, 175 g,11.94,kg,0.175
4920,5.95,3.97 /kg,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,3.97,kg,1.499
4921,15.35,5.12 /kg,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=24,,5.12,kg,2.998
4922,4.49,2.99 /kg,Pienso de pollo y verdura para gato junior Purina Friskies 1.5 kg,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,2.99,kg,1.502
4923,7.65,6.38 /kg,Comida humeda seleccion recetas campesinas para perro Cesar pack de 8 unidades de 150 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 8 unidades de 150 g.,6.38,kg,1.199
4924,0.32,3.20 /kg,Alimento Humedo para Gatos Pollo 100 gr. Carrefour,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 100 gr. Carrefour,3.2,kg,0.1
4925,2.55,0.42 /ud,Snack liquido con salmon y omega 3 para gato Vitakraft6x15 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 3 para gato Vitakraft6x15 g.,0.42,ud,6.071
4926,1.99,14.21 /kg,Snack de buey y queso para perro Pedigree Tasty Mini 140 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 140 g.,14.21,kg,0.14
4927,0.73,8.59 /kg,Comida humeda tartalette pollo y zanahoria para gato adulto Purina Gourmet Gold85 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,8.59,kg,0.085
4928,2.45,0.31 /ud,Snacks de pollo para perro Carrefour 8 unidades,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 8 unidades,0.31,ud,7.903
4929,27.25,3.63 /kg,Pienso de buey para perro adulto Medium Maxi Ultima Nature 7.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,3.63,kg,7.507
4930,1.99,18.09 /kg,Snacks dental para perros pequenos Pedigree Dentastix pack de 7 unidades,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 7 unidades,18.09,kg,0.11
4931,27.7,1.85 /kg,Pienso de pollo y cereales para perros adultos Brekkies 15 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 15 Kg.,1.85,kg,14.973
4932,2.19,0.15 /ud,Snack para perro Purina Friskies Picnic Variety 15 ud,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 15 ud,0.15,ud,14.6
4933,3.09,9.09 /kg,Comida humeda delicias del oceano para gato adulto Purina Gourmet Perle 4x85 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,9.09,kg,0.34
4934,4.95,4.12 /kg,Comida humeda seleccion pescados en gelatina para gatos Whiskas pack de 12 unidades de 100 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 12 unidades de 100 g.,4.12,kg,1.201
4935,0.32,3.20 /kg,Comida humeda de salmon para gatos adultos Carrefour 100 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 100 g.,3.2,kg,0.1
4936,8.25,5.50 /kg,Ultima Pienso para Gato Adulto Esterilizado Sabor salmon 1.5kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,5.5,kg,1.5
4937,1.55,25.83 /kg,Snack para gato Purina Felix Party Mix Original 60 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 60 g,25.83,kg,0.06
4938,4.6,1.15 /kg,Croquetas para Gato Carne. Carrefour,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,1.15,kg,4.0
4939,24.6,1.64 /kg,Pienso de aves y verduras para perro adulto Purina Friskies 15 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 15 Kg.,1.64,kg,15.0
4940,0.32,3.20 /kg,Alimento Humedo para Gatos de Conejo 100 gr. Carrefour,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 100 gr. Carrefour,3.2,kg,0.1
4941,8.25,5.50 /kg,Ultima Pienso para Gato Esterilizado control bolas de pelo Sabor Pavo 1.5kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,5.5,kg,1.5
4942,6.45,1.61 /kg,Pienso para perro adulto bon menu Receta Mediterranea 4 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 4 Kg.,1.61,kg,4.006
4943,2.29,15.27 /kg,Snack para perros Purina Friskies B-Steaks 150 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 150 g,15.27,kg,0.15
4944,7.65,5.10 /kg,Pienso de pollo y cereales para gato junior Purina ONE Bifensis 1.5 Kg,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,5.1,kg,1.5
4945,2.09,5.22 /kg,Comida humeda surtido de pescados para gato adulto Purina Felix Sensations Gelatinas 4x100 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,5.22,kg,0.4
4946,2.09,11.94 /kg,Snack para perros Purina Friskies Funtastix 175 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48, 175 g,11.94,kg,0.175
4947,5.95,3.97 /kg,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,3.97,kg,1.499
4948,15.35,5.12 /kg,Ultima Pienso para Gato Adulto Esterilizado Sabor buey 3kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=48,,5.12,kg,2.998
4949,14.69,4.90 /kg,Ultima Pienso para Gato Bolas de Pelo Sabor Pavo 3kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,4.9,kg,2.998
4950,1.37,1.37 /kg,Salchicha de higado y buey para perro Canibaq 1 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 1 Kg.,1.37,kg,1.0
4951,1.47,24.50 /kg,Snacks de pollo y pato para gatos Catisfactions 60 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 60 g.,24.5,kg,0.06
4952,7.35,4.90 /kg,Pienso de pollo para perros adultos Yorkshire Terrier Ultima 1.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,4.9,kg,1.5
4953,2.15,2.15 /ud,Snacks para la higiene oral de gatos Whiskas Dentabites 40 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 40 g.,2.15,ud,1.0
4954,8.25,5.50 /kg,Ultima Pienso para Gato Esterilizado Adulto Sabor pollo 1.5kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,5.5,kg,1.5
4955,2.15,5.37 /kg,Comida humeda de buey para perro Purina Beyond Grain 400 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 400 g.,5.37,kg,0.4
4956,4.15,5.19 /kg,Pienso de buey y trigo para gato adulto esterilizado Purina ONE Bifensis 800 g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 800 g,5.19,kg,0.8
4957,0.73,8.59 /kg,Comida humeda mousse de pescado del oceano para gato adulto Purina Gourmet Gold 85 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 85 g.,8.59,kg,0.085
4958,0.99,0.99 /ud,Carrefour Barritas para Periquitos con Frutas 2x30g,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,0.99,ud,1.0
4959,0.32,3.20 /kg,Alimento Humedo para Gatos Pollo. Pato y Pavo 100 gr. Carrefour,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 100 gr. Carrefour,3.2,kg,0.1
4960,7.1,0.89 /l,Vitakraft Vegetal Clean Corn Lecho Higienico 8l,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,0.89,l,7.978
4961,7.85,5.23 /kg,Ultima Pienso para Gato Junior Sabor Pollo1.5kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,5.23,kg,1.501
4962,2.49,7.32 /ud,Comida humeda seleccion pescados en salsa para gatos Sheba Selezione pack de 4 unidades de 85 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 4 unidades de 85 g.,7.32,ud,0.34
4963,7.65,5.10 /kg,Pienso de pollo y trigo para gato adulto esterilizado Purina ONE Bifensis 1.5 Kg,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,5.1,kg,1.5
4964,6.65,2.22 /kg,Pienso de buey para perro adulto Mini Purina Friskies Menu 3 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 3 Kg.,2.22,kg,2.995
4965,7.39,4.93 /kg,Pienso de pollo para perro adulto Mini Ultima 1.5 Kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,4.93,kg,1.499
4966,2.59,8.63 /kg,Comida humeda de atun. salmon y trucha para gato adulto Purina Gourmet Mon Petit 6x50 g.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72,,8.63,kg,0.3
4967,41.95,3.50 /kg,Pienso de pollo para perro Medium Maxi Ultima 12 kg.,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 12 kg.,3.5,kg,11.986
4968,2.19,19.91 /kg,Braky Pilots Pollo y Malta 110 grs,https://www.carrefour.es/supermercado/mascotas/cat20007/c?offset=72, 110 grs,19.91,kg,0.11
