,producto,precio,cantidad,medida
2262,Surtido de ibericos La Hacienda del iberico,5.95,0.2,kg
2263,Panceta salada iberica La Hacienda del iberico,2.34,0.36,kg
2264,Cecina ahumada natural Embutidos Pajariel lonchas,2.59,0.1,kg
2265,Codillo de jamon entero Incarlopsa,1.79,0.9,kg
2266,Jamon de pato curado Martiko lonchas,2.85,0.05,kg
2267,Paleta de cebo iberica La Hacienda del iberico,4.19,0.1,kg
2268,Jamon de Teruel El Ontanar lonchas,3.1,0.12,kg
2269,Jamon serrano gran reserva Costa Brava sin aditivos lonchas,1.97,0.09,kg
2270,Jamon serrano lonchas,5.4,0.4,kg
2271,Puntas de jamon curado Incarlopsa,1.5,1.0,kg
2272,Jamon Gran Seleccion Calderon,82.0,5.0,kg
2273,Jamon serrano Hacendado,39.0,6.0,kg
2274,Jamon serrano Incarlopsa,49.0,5.0,kg
2275,Paleta de cebo iberica La Hacienda del iberico,52.0,5.0,kg
2276,Paleta de cerdo curada Marpa,28.0,4.0,kg
2277,Jamon de cebo iberico La Hacienda del iberico,125.0,5.0,kg
2278,Jamon de bellota iberico La Hacienda del iberico,351.0,9.0,kg
2279,Jamon de bellota iberico 100% Campo Extremadura,460.75,5.0,kg
2280,Paleta de bellota iberica La Hacienda del iberico,159.0,6.0,kg
2281,Jamon de bellota iberico 50% raza iberica Juan del Roble,210.0,5.0,kg
2282,Jamon de cebo iberico Delipig 50% raza iberica,99.0,2.0,kg
2283,Jamon de cebo de campo iberico 50% raza iberica Calderon,149.0,7.0,kg
2284,Caja jamonera grande soporta 12 kg,1.5,1.0,ud
2285,Pate de cerdo La Piara tapa negra,2.95,0.261,kg
2286,Pate de cerdo sabor suave Argal,1.61,0.498,kg
2287,Pate de cerdo con finas hierbas Hacendado,0.9,0.16,kg
2288,Pate de cerdo con pimienta Hacendado,0.9,0.16,kg
2289,Pate de cerdo con pimienta verde Hacendado,1.3,0.1,kg
2290,Pate de atun Hacendado,2.4,0.375,kg
2291,Pate de cerdo campana Hacendado,0.9,0.16,kg
2292,Pate de cerdo con finas hierbas Hacendado,1.3,0.1,kg
2293,Crema para untar fiambre de jamon york Hacendado sabor ahumado,1.1,0.16,kg
2294,Pate de salmon Hacendado,0.84,0.16,kg
2295,Surtido mousse de pato Martiko,2.9,0.36,kg
2296,Pate de cerdo light Argal,1.3,0.24,kg
2297,Bloc foie gras de pato Martiko,4.95,0.13,kg
2298,Pate olivada Hacendado,1.35,0.12,kg
2299,Pate de jamon Hacendado,0.94,0.16,kg
2300,Pate de morcilla Hacendado,1.3,0.12,kg
2301,Pate de cerdo iberico Pena Negra,2.69,0.75,kg
2302,Pate de cerdo Argal,1.55,0.249,kg
2303,Pate con pimientos del piquillo Hacendado,1.35,0.12,kg
2304,Pate de cerdo al queso azul Hacendado,1.3,0.12,kg
2305,Pate de cerdo y pollo con trufa y arandanos Hacendado,1.6,0.1,kg
2306,Mousse de pato Hacendado,1.65,0.1,kg
2307,Pate al Pedro Ximenez Hacendado,1.35,0.12,kg
2308,Pate de cerdo campana Hacendado,1.5,0.1,kg
2309,Foie gras entero de pato mi cuit Martiko,12.0,0.2,kg
2310,Foie gras entero de pato Hacendado,6.27,0.1,kg
2311,Bloc foie gras de pato Hacendado,3.95,0.1,kg
2312,Pate con bonito del norte. pimientos y aceitunas Hacendado,1.8,0.12,kg
2313,Pate de foie de pato con cebolla caramelizada Hacendado,2.15,0.1,kg
2314,Pate de Jabali con boletus Hacendado,1.5,0.12,kg
2315,Pate vino de Oporto Hacendado,1.65,0.1,kg
2316,Bloc foie gras de pato Martiko relleno de queso de cabra,4.25,0.125,kg
2317,Pate de pato Hacendado,1.95,0.12,kg
2318,Sobrasada selecta L'Illa especialidades,1.5,0.25,kg
2319,Sobrasada iberica L'Illa especialidades,1.95,0.25,kg
2320,Sobrasada con miel L'Illa especialidades,1.95,0.2,kg
2321,Queso curado mezcla Hacendado cortado en cunitas,3.7,0.315,kg
2322,Queso curado mezcla Hacendado,3.33,0.39,kg
2323,Queso curado mezcla Hacendado,12.8,63.0,kg
2324,Queso curado mezcla Hacendado,8.79,3.0,kg
2325,Queso Grana Padano Zanetti,3.45,0.23,kg
2326,Queso viejo tostado mezcla Hacendado,4.47,0.41,kg
2327,Queso viejo tostado mezcla Hacendado,16.24,64.0,kg
2328,Queso curado y Cheddar Hacendado en dados,0.99,0.125,kg
2329,Queso viejo la Reserva de oveja Entrepinares,3.69,0.34,kg
2330,Queso viejo de oveja Hacendado,14.4,54.0,kg
2331,Queso viejo de oveja Hacendado,4.45,0.38,kg
2332,Queso viejo intenso mezcla Hacendado,4.1,0.41,kg
2333,Tabla de quesos nacionales Hacendado,3.9,0.24,kg
2334,Queso anejo fuerte de oveja Valle de San Juan,9.24,0.8,kg
2335,Queso Gruy̬re Natual,2.6,0.2,kg
2336,Queso viejo Gouda Hacendado,3.0,0.25,kg
2337,Queso gran reserva mezcla Entrepinares,4.46,0.4,kg
2338,Queso viejo ahumado de oveja Hacendado,4.69,0.38,kg
2339,Queso tetilla de vaca Punteiro,5.18,0.7,kg
2340,Queso Arzua-Ulloa de vaca Punteiro,5.88,0.8,kg
2341,Queso curado Cheddar Hacendado,2.3,0.3,kg
2342,Queso anejo al romero de oveja Montesinos,4.76,0.28,kg
2343,Queso madurado de cabra con pimenton de la Vera Villa Noble,4.78,0.41,kg
2344,Queso DOP curado manchego Hacendado,4.74,0.35,kg
2345,Queso viejo cremoso de oveja Hacendado,5.09,0.37,kg
2346,Queso viejo cremoso de oveja Hacendado,14.4,6.0,kg
2347,Queso anejo con aceite de oliva mezcla Hacendado,3.63,0.37,kg
2348,Queso curado mezcla Hacendado,17.0,8.0,kg
2349,Queso semicurado mezcla Hacendado,10.32,54.0,kg
2350,Queso semicurado mezcla Hacendado,7.99,8.0,kg
2351,Queso semicurado mezcla Hacendado,3.15,0.42,kg
2352,Queso semicurado mezcla Hacendado cortado en cunitas,3.5,0.33,kg
2353,Queso semicurado de cabra Hacendado,4.5,0.39,kg
2354,Queso semicurado Gouda Holland Corona,2.8,0.35,kg
2355,Queso semicurado bola Edam Holland Corona,3.65,0.43,kg
2356,Queso semicurado sin lactosa mezcla Hacendado,3.9,0.39,kg
2357,Queso semicurado light mezcla Hacendado,3.58,0.4,kg
2358,Queso Emmental Natual,2.15,0.35,kg
2359,Queso tierno de vaca Hacendado cortado en cunitas,2.15,0.336,kg
2360,Queso tierno tronchon mezcla Montesinos,2.56,0.26,kg
2361,Queso tierno mezcla Hacendado,7.81,22.0,kg
2362,Queso tierno mezcla Hacendado,2.4,0.35,kg
2363,Queso tierno mezcla Hacendado cortado en cunitas,3.28,0.336,kg
2364,Queso tierno bajo en sal mezcla Hacendado,3.02,0.375,kg
2365,Queso Maasdam Holland Corona,2.5,0.4,kg
2366,Queso tierno Gouda Holland,2.6,0.45,kg
2367,Queso tierno bola Edam Holland Corona,2.9,0.455,kg
2368,Queso Havarti Hacendado lonchas,2.6,0.3,kg
2369,Queso tierno mezcla Entrepinares lonchas,1.81,0.25,kg
2370,Queso light Havarti Hacendado lonchas,2.65,0.3,kg
2371,Queso semicurado mezcla Entrepinares lonchas,1.94,0.21,kg
2372,Queso fundido sandwich Hacendado lonchas,1.0,0.2,kg
2373,Queso light mezcla Entrepinares lonchas,2.05,0.21,kg
2374,Queso Gouda Hacendado lonchas,1.7,0.3,kg
2375,Queso de cabra Entrepinares lonchas,2.46,0.22,kg
2376,Queso tierno de vaca Entrepinares lonchas,2.21,0.32,kg
2377,Queso fundido sabor suave Hacendado lonchas,1.85,0.555,kg
2378,Queso Edam Holland Corona lonchas,1.6,0.3,kg
2379,Queso mozzarella Hacendado lonchas,1.35,0.2,kg
2380,Queso Cheddar Hacendado lonchas,1.55,0.2,kg
2381,Queso Emmental Natual lonchas,1.6,0.2,kg
2382,Queso sin lactosa Hacendado lonchas,1.8,0.15,kg
2383,Queso de oveja Entrepinares lonchas,2.32,0.21,kg
2384,Queso Provolone Zanetti en loncha,1.95,0.2,kg
2385,Queso El Caserio lonchas,1.83,0.3,kg
2386,Queso fundido burger Hacendado lonchas,1.4,0.3,kg
2387,Queso fundido light Hacendado lonchas,1.4,0.3,kg
2388,Raclette queso Entremont lonchas,3.85,0.4,kg
2389,Queso rallado emmental gratinar Hacendado,1.15,0.2,kg
2390,Queso rallado mozzarella pizza-Roma Hacendado,1.2,0.2,kg
2391,Queso en polvo especial pasta Hacendado,1.25,0.15,kg
2392,Queso rallado 4 quesos Hacendado,1.59,0.18,kg
2393,Queso en polvo grana padano Hacendado,1.5,0.1,kg
2394,Queso rallado especial fundir Hacendado,1.8,0.4,kg
2395,Queso rallado especial fundir Hacendado,1.0,0.2,kg
2396,Queso rallado sin lactosa Hacendado,1.65,0.15,kg
2397,Queso Hacendado en porciones,1.65,9.0,kg
2398,Queso sin lactosa Hacendado en porciones,1.25,1.0,kg
2399,Queso light Hacendado en porciones,1.25,4.0,kg
2400,Queso Mini Babybel,2.99,1.28,kg
2401,Palitos con queso fundido La vaca que rie,1.99,0.56,kg
2402,Queso untar suave Hacendado,1.0,0.3,kg
2403,Queso untar Philadelphia Original,2.1,0.27,kg
2404,Queso brie Marcillat Plaisir de Roy,1.1,0.2,kg
2405,Queso untar light Philadelphia,2.1,0.27,kg
2406,Queso untar light Hacendado,1.0,0.3,kg
2407,Queso Gorgonzola de vaca Hacendado,1.62,0.17,kg
2408,Crema de queso Camembert Hacendado,1.35,0.15,kg
2409,Queso Mascarpone Hacendado,1.7,0.25,kg
2410,Mousse de queso. ajo y finas hierbas Hacendado,0.95,0.15,kg
2411,Queso untar con finas hierbas Hacendado,1.25,0.2,kg
2412,Mousse de queso y nueces Hacendado,0.95,0.15,kg
2413,Crema de queso sabor suave Hacendado,0.9,0.125,kg
2414,Queso untar con queso azul Hacendado,1.25,0.2,kg
2415,Queso untar sin lactosa Hacendado,1.25,0.2,kg
2416,Fondue savoyarde 3 quesos Entremont,3.35,0.4,kg
2417,Queso mascarpone Hacendado,2.9,0.5,kg
2418,Queso untar con salmon Hacendado,1.25,0.2,kg
2419,Crema de queso semicurado President,1.9,0.15,kg
2420,Crema de queso Brie con Trufa Hacendado,1.49,0.15,kg
2421,Crema de queso viejo tostado Hacendado,1.49,0.15,kg
2422,Queso fresco Burgos natural de vaca Hacendado,1.55,0.5,kg
2423,Queso fresco Burgos natural de vaca Hacendado,1.43,0.375,kg
2424,Mozzarella fresca de vaca Hacendado,0.8,31.25,kg
2425,Queso fresco Burgos desnatado 0% m.g de vaca Hacendado,1.43,0.375,kg
2426,Queso Feta mezcla Hacendado en dados,1.8,55.5,kg
2427,Queso fresco de vaca Burgo de Arias,2.39,0.216,kg
2428,Perlas de Mozzarella fresca de vaca Hacendado,1.7,45.0,kg
2429,Queso fresco de cabra Hacendado,2.2,0.25,kg
2430,Queso fresco batido desnatado Hacendado 0% m.g,0.99,0.5,kg
2431,Queso para ensaladas Hacendado en dados,1.6,0.2,kg
2432,Queso fresco de vaca Hacendado,1.3,0.25,kg
2433,Queso fresco batido desnatado 0% m.g Hacendado,1.49,0.48,kg
2434,Mozzarella di bufala campana Hacendado,1.7,35.0,kg
2435,Queso fresco light de vaca Hacendado,1.8,0.25,kg
2436,Queso fresco 0% m.g de vaca Burgo de Arias,2.39,0.216,kg
2437,Requeson mezcla Montesinos,1.0,0.2,kg
2438,Queso fresco Burgos sin lactosa de vaca Hacendado,1.55,0.25,kg
2439,Requeson 0% m.g de vaca Pastoret,1.46,0.25,kg
2440,Queso fresco Burgos desnatado 0% m.g de vaca Hacendado,1.59,0.5,kg
2441,Queso fresco Burgos bajo en sal de vaca Hacendado,1.29,0.25,kg
2442,Queso fresco sin lactosa de vaca Hacendado,1.9,0.25,kg
2443,Queso ricotta mezcla Hacendado,1.8,0.2,kg
2444,Mozzarella fresca light de vaca Hacendado,0.9,31.25,kg
2445,Burrata fresca Hacendado,2.2,37.5,kg
2446,Queso fresco Villalon mezcla Hacendado,2.0,0.25,kg
2447,Queso de cabra Hacendado rulo,1.9,0.2,kg
2448,Queso Roquefort de oveja Cantorel,1.45,0.1,kg
2449,Queso Camembert de vaca Marcillat,1.25,0.24,kg
2450,Queso azul Danes Danablu de vaca Viking,1.05,0.1,kg
2451,Queso azul de vaca Hacendado,1.75,0.18,kg
2452,Queso de cabra President en medallones,2.85,0.2,kg
2453,Queso de cabra Montesinos,2.7,0.2,kg
2454,Rulito de queso con pina y almendra Liptana,1.2,0.1,kg
2455,Queso blando snack de vaca President,2.38,0.18,kg
2456,Queso brie con trufa Castello,2.1,0.15,kg
2457,Queso blando Petit Blu blanco y azul Bergader,1.85,0.15,kg
2458,Caprichos de queso con membrillo Hacendado,1.5,0.512,kg
2459,Bocaditos de queso con mermelada de papaya Hacendado,3.1,2.16,kg
2460,Queso de cabra rulito con miel y almendras Montesinos,2.5,0.125,kg
2461,Queso de cabra rulito con trufa Montesinos,2.6,0.125,kg
2462,Queso brie con arandanos Boncheese,2.0,0.18,kg
2463,Queso azul hojas de vaca,2.53,0.22,kg
2464,Delicias de queso rellenos de mermelada Hacendado,3.75,3.655,kg
2465,Arroz tres delicias Hacendado ultracongelado,2.25,1.0,kg
2466,Arroz precocido Hacendado ultracongelado,1.65,6.0,kg
2467,Risotto de champinones Hacendado ultracongelados,1.25,0.5,kg
2468,Arroz negro Hacendado ultracongelado,2.15,0.6,kg
2469,Arroz con verduras Hacendado ultracongelado,1.05,0.6,kg
2470,Quinoa con verduras Hacendado ultracongelada,1.65,0.3,kg
2471,Arroz con pollo asado Hacendado ultracongelado,1.75,0.6,kg
2472,Arroz marinera Hacendado ultracongelado,2.0,0.6,kg
2473,Lasana a la bolonesa Hacendado ultracongelada,4.0,4.4,kg
2474,Lasana a la bolonesa Hacendado ultracongelada,2.2,1.2,kg
2475,Canelones de carne con bechamel Hacendado ultracongelados,3.99,13.200000000000001,kg
2476,Canelones de carne con bechamel Hacendado ultracongelados,2.2,1.2,kg
2477,Canelones de atun con bechamel Hacendado ultracongelados,2.1,1.2,kg
2478,Lasana de verduras Hacendado ultracongelada,2.05,1.16,kg
2479,Lasana de carne a la barbacoa Hacendado ultracongelada,2.13,1.2,kg
2480,Gnocchi de pollo y verduras Hacendado ultracongelados,2.38,0.6,kg
2481,Sopa con wonton de langostino y fideos Hacendado ultracongelada,2.95,0.309,kg
2482,Jamoncitos de pollo congelados,2.6,1.0,kg
2483,Alas de pollo congeladas,2.9,1.0,kg
2484,Medallones preparado de solomillo cerdo congelados marinados,2.95,0.3,kg
2485,Solomillo de pavo marinado congelado,1.91,0.35,kg
2486,Cuartos traseros de pollo congelados,4.3,2.0,kg
2487,Solomillo de cerdo marinado congelado,5.64,0.8,kg
2488,Jamoncitos de pavo duplo congelados,2.08,0.67,kg
2489,Entrecot de vacuno congelado,4.41,0.3,kg
2490,Chuletas de cordero palo o rinonada congeladas,4.86,0.35,kg
2491,Paletilla de cordero entera congelada,13.08,2.0,kg
2492,Paletilla de lechal entera congelada,11.38,0.65,kg
2493,Lomo de vacuno congelado,3.31,0.265,kg
2494,Pierna de lechal entera congelada,7.74,0.65,kg
2495,Pieza solomillo de vacuno anojo congelado,38.47,57.0,kg
2496,Medio cochinillo congelado,31.79,4.0,kg
2497,Rabo de vacuno anojo congelado,11.55,1.0,kg
2498,Chuletas cordero de lechal congeladas,6.98,0.39,kg
2499,Carrillada de vacuno congelado,8.3,0.79,kg
2500,Pechugas de pollo enteras congeladas,4.6,1.0,kg
2501,Entrana de vacuno congelada,6.9,0.75,kg
2502,Solomillos de pechuga de pollo congelados,4.95,1.0,kg
2503,Helado mini blanco almendrado Hacendado,2.1,3.84,L
2504,Helado mini surtido Hacendado,2.25,8.208,L
2505,Helado sandwich de nata Hacendado,1.45,6.4,L
2506,Helado mini sandwich nata Hacendado,1.9,2.88,L
2507,Helado mini cucurucho nata Hacendado,2.35,5.328,L
2508,Helado cucurucho de vainilla Hacendado,1.5,4.32,L
2509,Helado mini bombon Hacendado sin azucares anadidos,2.3,3.648,L
2510,Helado almendrado Hacendado,2.1,4.32,L
2511,Helado mini cucurucho nata Hacendado sin azucares anadidos,2.85,5.328,L
2512,Helado mini bombon almendrado Hacendado,2.0,3.84,L
2513,Helado cucurucho de nata,1.5,4.32,L
2514,Helado sandwich super nata Hacendado,2.1,5.22,L
2515,Helado mini nocciola Hacendado,2.35,3.84,L
2516,Helado cucurucho choco nata Hacendado,1.5,4.32,L
2517,Helado choco stick nata,1.85,4.352,L
2518,Helado mini chocolate Hacendado,2.35,3.84,L
2519,Helado negro Hacendado,2.1,4.32,L
2520,Medios cocos helados Hacendado,2.05,0.7,L
2521,Helado con mango mochi Hacendado,2.65,1.296,L
2522,Helado con coco mochi Hacendado,2.65,1.296,L
2523,Helado cucurucho de chocolate Hacendado,2.5,3.96,L
2524,Helado bombon de soja Bretona cobertura al chocolate,3.25,1.08,L
2525,Crepes rellenos de chocolate Belga Hacendado ultracongelados,2.98,3.24,kg
2526,Crepes Hacendado ultracongelados,2.25,3.2,kg
2527,Helado mini sandwich vainilla y cookie Hacendado,2.0,3.06,L
2528,Helado con pistacho mochi Hacendado,2.65,1.296,L
2529,Helado de horchata Hacendado,1.85,7.5,L
2530,Helado sabor chocolate Hacendado,1.5,7.5,L
2531,Granizado de limon Hacendado sin azucares anadidos,2.05,1.2,L
2532,Granizado de cafe Hacendado,2.3,1.2,L
2533,Helado de chocolate Hacendado,2.25,1.0,L
2534,Helado de vainilla Hacendado,1.35,1.0,L
2535,Helado de leche merengada Hacendado,1.95,1.0,L
2536,Helado vainilla praline con nueces pecan Hacendado,2.55,1.0,L
2537,Helado chocolate y cookies Hacendado,2.25,0.5,L
2538,Helado turron Hacendado,2.45,0.5,L
2539,Helado vainilla y nueces de macadamia Hacendado,2.25,0.5,L
2540,Helado capuccino Hacendado,2.3,1.0,L
2541,Helado tarta de queso Hacendado con fresas,2.25,0.5,L
2542,Helado stracciatella Hacendado,2.3,1.0,L
2543,Helado dulce de leche y sirope de caramelo Hacendado,2.25,0.5,L
2544,Helado sabor huevo de chocolate Hacendado,2.55,1.0,L
2545,Helado chocolate blanco Hacendado,2.25,0.5,L
2546,Helado nata montada Hacendado,1.29,0.5,L
2547,Helado menta choco con trocitos sabor chocolate Hacendado,2.49,0.5,L
2548,Helado de nata y galleta cacao Hacendado,2.45,1.0,L
2549,Sorbete con mango Hacendado,2.2,1.0,L
2550,Sorbete con limon Hacendado,1.8,1.0,L
2551,Helado vegetal de soja sabor mango con frambuesa,3.9,1.0,L
2552,Helado vegetal de avena sabor vainilla,3.95,1.0,L
2553,Helado polvito Hacendado sabor a galleta y merengue,2.55,1.0,L
2554,Barra de helado sabor vainilla. chocolate y nata Hacendado,0.99,10.0,L
2555,Barra de helado turron Hacendado,1.99,10.0,L
2556,Tarta helada nata y chocolate Hacendado,1.45,1.0,L
2557,Tarta helada de limon Hacendado,1.45,1.0,L
2558,Obleas para helado Hacendado,0.4,1.248,kg
2559,Tubitos Hacendado,1.53,0.175,kg
2560,Tubitos banados chocolate negro Hacendado,1.7,0.15,kg
2561,Tulipas banadas Hacendado,2.35,0.882,kg
2562,Cubos de hielo,3.25,10.0,kg
2563,Cubos de hielo,0.69,2.0,kg
2564,Hielo cocktail,0.95,2.0,kg
2565,Preparado de paella y sopa Hacendado ultracongelado,4.14,0.685,kg
2566,Preparado paella de marisco Hacendado ultracongelado,3.9,0.51,kg
2567,Gambon congelado,1.58,0.15,kg
2568,Gambon congelado,21.0,2.0,kg
2569,Colas de gambon peladas Hacendado ultracongeladas,5.5,0.25,kg
2570,Alistado pequeno congelado,2.3,0.15,kg
2571,Alistado pequeno Hacendado congelado,15.3,1.0,kg
2572,Alistado mediano congelado,3.97,0.15,kg
2573,Alistado mediano Hacendado congelado,26.5,1.0,kg
2574,Langostino crudo ultracongelado,1.43,0.15,kg
2575,Langostino crudo Pescanova ultracongelado,9.25,1.0,kg
2576,Langostino cocido Pescanova ultracongelado,9.75,1.0,kg
2577,Langostinos cocidos Pescanova,17.5,2.0,kg
2578,Gamba arrocera congelada,2.09,0.15,kg
2579,Gamba arrocera Hacendado congelada,13.95,1.0,kg
2580,Gamba blanca congelada,2.92,0.15,kg
2581,Gamba blanca Hacendado congelada,19.45,1.0,kg
2582,Gamba blanca cocida Hacendado ultracongelada,5.3,0.35,kg
2583,Carabinero Hacendado congelado,54.95,0.5,kg
2584,Langostino cocido y pelado Pescanova ultracongelado,3.65,0.2,kg
2585,Gamba pelada cruda tamano mediano Hacendado ultracongelada,4.5,0.36,kg
2586,Langostino crudo y pelado Pescanova ultracongelado,3.25,0.2,kg
2587,Cola de langosta Hacendado ultracongelada,21.95,0.185,kg
2588,Camaron boreal cocido y pelado Royal Greenland ultracongelado,3.95,0.2,kg
2589,Gamba pelada cruda tamano grande Hacendado ultracongelada,5.65,0.36,kg
2590,Cigala mediana Hacendado ultracongelada,9.5,0.5,kg
2591,Cigala grande Hacendado ultracongelada,11.95,0.5,kg
2592,Bogavante americano grande crudo Hacendado congelado,18.15,0.55,kg
2593,Cuerpos chicos de cangrejo Dimarosa congelados,2.48,0.15,kg
2594,Cuerpos grandes de cangrejo Dimarosa congelados,26.65,0.41,kg
2595,Bocas grandes de cangrejo congeladas,47.5,0.5,kg
2596,Vieira a la gallega Hacendado ultracongelada,2.25,0.12,kg
2597,Buey de mar cocido Hacendado congelado,8.95,0.6,kg
2598,Necora cocida Errigal Bay congelada,5.95,0.5,kg
2599,Tronquitos de surimi Pescanova ultracongelados,1.99,19.2,kg
2600,Tronquitos de surimi Pescanova ultracongelados,3.85,1.2,kg
2601,Carne de mejillon de Chile cocido Hacendado ultracongelado,2.2,0.275,kg
2602,Navaja cruda Hacendado congelada,3.5,0.45,kg
2603,Mejillon de Chile entero cocido Hacendado ultracongelado,2.6,0.45,kg
2604,Almeja del Pacifico Hacendado congelada,2.85,1.0,kg
2605,Almeja del pacifico Hacendado congelada,1.8,0.45,kg
2606,Carne de almeja Hacendado ultracongelada,2.49,0.2,kg
2607,Caracoles precocidos Hacendado ultracongelados,2.09,0.35,kg
2608,Filetes de panga ultracongelados,4.7,0.9,kg
2609,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,0.58,kg
2610,Rodaja de emperador Hacendado ultracongelado,3.11,0.2,kg
2611,Filetes de bacalao sin espinas Hacendado congelado,4.25,0.375,kg
2612,Tubo de pota congelado,1.15,0.1,kg
2613,Medallones de merluza del cabo Hacendado ultracongelados,3.5,0.485,kg
2614,Sepia limpia congelada,5.5,0.4,kg
2615,Filete de salmon rosado salvaje con piel Hacendado ultracongelado,3.18,0.3,kg
2616,Rodajas de merluza del cabo Hacendado ultracongeladas,3.95,0.58,kg
2617,Rodajas de emperador pequenas Hacendado congeladas,13.65,0.9,kg
2618,Sepia limpia troceada Hacendado congelada,3.89,0.36,kg
2619,Calamar limpio troceado Hacendado congelado,3.95,0.475,kg
2620,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,0.4,kg
2621,Angurinas de surimi Pescanova ultracongeladas,1.99,0.26,kg
2622,Fritura de pescado Hacendado ultracongelada,4.49,0.6,kg
2623,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,0.6,kg
2624,Rodaja de poton del pacifico cocido Hacendado congelado,4.75,0.475,kg
2625,Rodaja de tintorera con piel Hacendado ultracongelada,3.26,0.75,kg
2626,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,0.5,kg
2627,Sepia limpia pequena Hacendado congelada,3.59,0.36,kg
2628,Tacos de bacalao sin espinas Hacendado congelado,3.98,0.4,kg
2629,Pescadilla de merluza del cabo sin cabeza Mascato ultracongelada,3.95,1.0,kg
2630,Cola de rape del cabo Hacendado ultracongelada,6.38,0.4,kg
2631,Lomo de bacalao sin espinas Hacendado congelado,5.25,0.39,kg
2632,Tiras de poton del Pacifico Hacendado congeladas,3.5,0.4,kg
